candidate_id,tsa_id,tsa_section,tsa_text,target_corpus,target_id,target_text,rank,cosine_similarity,tentative_alignment_type
CAND-00718,TSA-110,T3,Segregate and protect pipeline cyber assets from enterprise networks using firewalls,SP800-53,SC-8,Protect the confidentiality and integrity of transmitted information.,1,0.0816,Related
CAND-00719,TSA-110,T3,Segregate and protect pipeline cyber assets from enterprise networks using firewalls,SP800-53,PL-2,Develop security and privacy plans for the system that are consistent with the organization's enterprise architecture.,2,0.0662,No Match
CAND-00720,TSA-110,T3,Segregate and protect pipeline cyber assets from enterprise networks using firewalls,SP800-53,CM-6,Establish and document configuration settings using security configuration checklists; implement and monitor for deviations.,3,0.0439,No Match
CAND-00721,TSA-111,T3,Regularly validate technical controls comply with cybersecurity policies and report,SP800-53,SI-2,"Identify, report, and correct system flaws; test software and firmware updates before installation.",1,0.0457,No Match
CAND-00722,TSA-111,T3,Regularly validate technical controls comply with cybersecurity policies and report,SP800-53,IR-6,Require personnel to report suspected incidents to the organizational incident response capability within a defined time period.,2,0.042,No Match
CAND-00723,TSA-111,T3,Regularly validate technical controls comply with cybersecurity policies and report,SP800-53,CA-2,Select and develop a control assessment plan; assess controls to determine effectiveness.,3,0.0386,No Match
CAND-00724,TSA-112,T3,Implement technical or procedural controls to restrict cyber assets for approved activities,SP800-53,AC-3,Enforce approved authorizations for logical access to information and system resources.,1,0.0706,No Match
CAND-00725,TSA-112,T3,Implement technical or procedural controls to restrict cyber assets for approved activities,SP800-53,CA-2,Select and develop a control assessment plan; assess controls to determine effectiveness.,2,0.0369,No Match
CAND-00726,TSA-112,T3,Implement technical or procedural controls to restrict cyber assets for approved activities,SP800-53,CA-7,Develop a continuous monitoring strategy and implement a program including ongoing control assessments.,3,0.025,No Match
CAND-00727,TSA-113,T3,Implement processes to generate alerts and log cybersecurity events for anomalies,SP800-53,AU-2,Identify the types of events that the system is capable of logging in support of the audit function.,1,0.0521,No Match
CAND-00728,TSA-113,T3,Implement processes to generate alerts and log cybersecurity events for anomalies,SP800-53,AC-1,"Develop, document, and disseminate an access control policy and procedures; review and update periodically and following defined events.",2,0.0483,No Match
CAND-00729,TSA-113,T3,Implement processes to generate alerts and log cybersecurity events for anomalies,SP800-53,SR-3,Establish a process to identify and address weaknesses or deficiencies in the supply chain elements and processes.,3,0.0445,No Match
CAND-00730,TSA-114,T3,Review logs and respond to alerts in timely manner,SP800-53,PE-6,Monitor physical access to the facility and system to detect and respond to physical security incidents.,1,0.0685,No Match
CAND-00731,TSA-114,T3,Review logs and respond to alerts in timely manner,SP800-53,PE-3,Enforce physical access authorizations at defined entry/exit points; maintain physical access audit logs.,2,0.0572,No Match
CAND-00732,TSA-114,T3,Review logs and respond to alerts in timely manner,SP800-53,AU-6,Review and analyze system audit records for indications of inappropriate or unusual activity.,3,0.0369,No Match
CAND-00733,TSA-115,T3,Monitor for unauthorized access or introduction of malicious code,SP800-53,RA-3,"Conduct a risk assessment, including the likelihood and magnitude of harm from unauthorized access or use.",1,0.1257,Related
CAND-00734,TSA-115,T3,Monitor for unauthorized access or introduction of malicious code,SP800-53,SI-4,"Monitor the system to detect attacks, indicators of potential attacks, and unauthorized connections.",2,0.0842,Related
CAND-00735,TSA-115,T3,Monitor for unauthorized access or introduction of malicious code,SP800-53,PE-6,Monitor physical access to the facility and system to detect and respond to physical security incidents.,3,0.0763,No Match
CAND-00736,TSA-116,T3,Conduct cyber vulnerability assessments per risk assessment process,SP800-53,RA-1,"Develop, document, and disseminate a risk assessment policy and procedures.",1,0.241,Partial
CAND-00737,TSA-116,T3,Conduct cyber vulnerability assessments per risk assessment process,SP800-53,RA-3,"Conduct a risk assessment, including the likelihood and magnitude of harm from unauthorized access or use.",2,0.1844,Partial
CAND-00738,TSA-116,T3,Conduct cyber vulnerability assessments per risk assessment process,SP800-53,SR-1,"Develop, document, and disseminate a supply chain risk management policy and procedures.",3,0.0655,No Match
CAND-00739,TSA-117,T3,Utilize independent assessors to conduct pipeline cyber security assessments,SP800-53,CA-7,Develop a continuous monitoring strategy and implement a program including ongoing control assessments.,1,0.0513,No Match
CAND-00740,TSA-117,T3,Utilize independent assessors to conduct pipeline cyber security assessments,SP800-53,RA-3,"Conduct a risk assessment, including the likelihood and magnitude of harm from unauthorized access or use.",2,0.0257,No Match
CAND-00741,TSA-117,T3,Utilize independent assessors to conduct pipeline cyber security assessments,SP800-53,PS-4,"Upon termination of individual employment, disable system access, terminate credentials, and conduct exit interviews.",3,0.0239,No Match
CAND-00742,TSA-118,T3,Establish technical or procedural controls for cyber intrusion monitoring and detection,SP800-53,CA-1,"Develop, document, and disseminate an assessment, authorization, and monitoring policy and procedures.",1,0.0763,No Match
CAND-00743,TSA-118,T3,Establish technical or procedural controls for cyber intrusion monitoring and detection,SP800-53,CA-7,Develop a continuous monitoring strategy and implement a program including ongoing control assessments.,2,0.0562,No Match
CAND-00744,TSA-118,T3,Establish technical or procedural controls for cyber intrusion monitoring and detection,SP800-53,IR-4,"Implement an incident handling capability for security incidents that includes preparation, detection, analysis, containment, eradication, and recovery.",3,0.0488,No Match
CAND-00745,TSA-119,T3,Perform regular testing of intrusion and malware detection processes and procedures,SP800-53,IR-4,"Implement an incident handling capability for security incidents that includes preparation, detection, analysis, containment, eradication, and recovery.",1,0.0459,No Match
CAND-00746,TSA-119,T3,Perform regular testing of intrusion and malware detection processes and procedures,SP800-53,SR-3,Establish a process to identify and address weaknesses or deficiencies in the supply chain elements and processes.,2,0.044,No Match
CAND-00747,TSA-119,T3,Perform regular testing of intrusion and malware detection processes and procedures,SP800-53,IA-2,Uniquely identify and authenticate organizational users and associate that identity with processes acting on behalf of users.,3,0.0385,No Match
CAND-00748,TSA-120,T3,"Establish policies and procedures for cybersecurity incident handling, analysis, reporting",SP800-53,IR-4,"Implement an incident handling capability for security incidents that includes preparation, detection, analysis, containment, eradication, and recovery.",1,0.1973,Partial
CAND-00749,TSA-120,T3,"Establish policies and procedures for cybersecurity incident handling, analysis, reporting",SP800-53,IR-1,"Develop, document, and disseminate an incident response policy and procedures.",2,0.0871,Related
CAND-00750,TSA-120,T3,"Establish policies and procedures for cybersecurity incident handling, analysis, reporting",SP800-53,IR-8,Develop an incident response plan that provides the organization with a roadmap for implementing its incident response capability.,3,0.0624,No Match
CAND-00751,TSA-121,T3,Assign specific roles/tasks to individuals and teams for incident response,SP800-53,IR-8,Develop an incident response plan that provides the organization with a roadmap for implementing its incident response capability.,1,0.1856,Partial
CAND-00752,TSA-121,T3,Assign specific roles/tasks to individuals and teams for incident response,SP800-53,IR-1,"Develop, document, and disseminate an incident response policy and procedures.",2,0.1664,Related
CAND-00753,TSA-121,T3,Assign specific roles/tasks to individuals and teams for incident response,SP800-53,PS-3,Screen individuals prior to authorizing access to the system; rescreen individuals per defined conditions.,3,0.1176,Related
